iter	MultiClass
414	0.3734031219
415	0.3732378862
416	0.373042748
417	0.3728394354
418	0.3727279032
419	0.372547456
420	0.3722754678
421	0.3721878147
422	0.3720658008
423	0.3719850286
424	0.3714813824
425	0.3712480186
426	0.3711123838
427	0.3708584723
428	0.3707658473
429	0.3706695709
430	0.3702860079
431	0.3697991886
432	0.3696713098
433	0.3695082704
434	0.3692675177
435	0.3688887051
436	0.3686833833
437	0.3685724064
438	0.3684445956
439	0.3680523508
440	0.3679024064
441	0.3678124698
442	0.3675919245
443	0.3675125306
444	0.3672919058
445	0.3670602143
446	0.366902667
447	0.3662696461
448	0.365980829
449	0.365831517
450	0.365741717
451	0.3652615357
452	0.3651571386
453	0.364672895
454	0.364529376
455	0.3643878291
456	0.3638480221
457	0.3635423059
458	0.3634372953
459	0.3632077124
460	0.3630757874
461	0.3628741084
462	0.3627722894
463	0.3626819436
464	0.3625527955
465	0.3623555127
466	0.3622490046
467	0.3621318639
468	0.3620214848
469	0.3619134676
470	0.3618541721
471	0.3616333869
472	0.3614790348
473	0.3613842916
474	0.3613028471
475	0.3612265044
476	0.3611236865
477	0.3610363905
478	0.3608259631
479	0.3606981896
480	0.3605408703
481	0.3602559756
482	0.359945156
483	0.3596299071
484	0.3595546333
485	0.3593547576
486	0.3591764403
487	0.3588794787
488	0.3587408608
489	0.3586806625
490	0.3583742651
491	0.3581557763
492	0.357803894
493	0.3576676641
494	0.3575358388
495	0.3569553258
496	0.3567711307
497	0.3566343048
498	0.3565170022
499	0.3563606166
500	0.355828489
501	0.3557536373
502	0.3554578595
503	0.3552761315
504	0.3552138919
505	0.3550448917
506	0.3549057258
507	0.3547079674
508	0.3544556728
509	0.3543241856
510	0.3539302508
511	0.3537697059
512	0.3535486191
513	0.3534484408
514	0.3533914109
515	0.3533265898
516	0.353011119
517	0.3528126774
518	0.3526755604
519	0.3525396938
520	0.3524161042
521	0.3522719767
522	0.3520506622
523	0.3519776098
524	0.3518604462
525	0.3517224484
526	0.3516370367
527	0.351367858
528	0.3511913283
529	0.3510374477
530	0.350906153
531	0.3507220196
532	0.350593073
533	0.3504279082
534	0.3503272588
535	0.3502374927
536	0.3501290557
537	0.3499617185
538	0.3497667752
539	0.3496986411
540	0.3495043187
541	0.3493832526
542	0.3491165421
543	0.3489904438
544	0.3489242906
545	0.3487338723
546	0.3486349113
547	0.3485288568
548	0.3484149743
549	0.348326842
550	0.3482112212
551	0.3479917838
552	0.3478637351
553	0.3477815012
554	0.3476422127
555	0.3473895332
556	0.3472526956
557	0.3471358441
558	0.3469034633
559	0.3465543167
560	0.3465036691
561	0.3463347179
562	0.3462690128
563	0.3462029056
564	0.3461298987
565	0.3460122939
566	0.3459060235
567	0.3458014321
568	0.3456255565
569	0.3454010378
570	0.3453194484
571	0.3452339352
572	0.3450947159
573	0.3449680107
574	0.344822505
575	0.3445207131
576	0.3443702876
577	0.3442646562
578	0.3440648332
579	0.3439181201
580	0.3437688892
581	0.3436443765
582	0.3436114296
583	0.3434970263
584	0.3434298409
585	0.3433457011
586	0.342840386
587	0.3426567125
588	0.3425249426
589	0.3423680082
590	0.3422786688
591	0.3422306122
592	0.3420411848
593	0.3417595042
594	0.3416732063
595	0.3414714082
596	0.3413832571
597	0.3412585106
598	0.340902401
599	0.3408406031
600	0.3407586591
601	0.3405787243
602	0.3404878564
603	0.3403032685
604	0.3400946351
605	0.3398670186
606	0.3398054283
607	0.3396206696
608	0.3395155024
609	0.3393317026
610	0.3392369486
611	0.338931904
612	0.3388736464
613	0.3387361171
614	0.3385643822
615	0.3384318771
616	0.3383629334
617	0.3382341376
618	0.3381669082
619	0.3378210863
620	0.3375853846
621	0.3374987415
622	0.3373826053
623	0.337231592
624	0.3369042867
625	0.336646111
626	0.3365527597
627	0.3364308961
628	0.3360069114
629	0.3359000487
630	0.3358271297
631	0.3356868976
632	0.33548905
633	0.3354183955
634	0.3353095344
635	0.335153779
636	0.3350601307
637	0.3349633623
638	0.3347949599
639	0.3347302507
640	0.3346868741
641	0.3343780795
642	0.3343132683
643	0.3342014864
644	0.3340638045
645	0.3338760796
646	0.3334204448
647	0.3331853493
648	0.3329314184
649	0.332760596
650	0.3326140431
651	0.3325512114
652	0.332453646
653	0.3322859206
654	0.3322347067
655	0.3321743725
656	0.3320158135
657	0.3318517393
658	0.3317875561
659	0.331657692
660	0.3315815952
661	0.3314800852
662	0.3312542049
663	0.3310791318
664	0.330938092
665	0.330807955
666	0.3306774739
667	0.3303905697
668	0.3302943339
669	0.3302164115
670	0.330161081
671	0.3300302639
672	0.3298550038
673	0.3297071432
674	0.3296728573
675	0.3295546621
676	0.3292560179
677	0.329151706
678	0.3288419182
679	0.3286872728
680	0.3285929099
681	0.3284491948
682	0.3282736561
683	0.3281551495
684	0.3280325043
685	0.3279285371
686	0.3277921725
687	0.3276661942
688	0.327561311
689	0.3274531
690	0.3273206577
691	0.3272588922
692	0.327168943
693	0.3270927173
694	0.3269548268
695	0.3269038762
696	0.3266102898
697	0.3265123778
698	0.3263767014
699	0.3262691124
700	0.3262344218
701	0.3260973793
702	0.3259136771
703	0.3253958747
704	0.3251236779
705	0.325027708
706	0.3248981544
707	0.3246625219
708	0.3245833279
709	0.3244244868
710	0.3241506366
711	0.3240126288
712	0.3237572002
713	0.3236806864
714	0.3235869592
715	0.3234838541
716	0.3233976957
717	0.3232420569
718	0.3230729285
719	0.3229329601
720	0.3224622562
721	0.3223341572
722	0.322237014
723	0.3220984021
724	0.3220267483
725	0.321922181
726	0.3218297365
727	0.3213531455
728	0.321304457
729	0.3212139698
730	0.3211134814
731	0.321020353
732	0.3208485129
733	0.3206659692
734	0.320618626
735	0.3205031131
736	0.3204216996
737	0.3201254902
738	0.319936575
739	0.3197908519
740	0.3197127363
741	0.3196305675
742	0.3195492267
743	0.319459797
744	0.3192485051
745	0.319135208
746	0.3190534935
747	0.3189398896
748	0.3188448427
749	0.3186486543
750	0.3185840567
751	0.3184452029
752	0.3182816515
753	0.318154554
754	0.3179767892
755	0.3178197358
756	0.3176593786
757	0.3175743746
758	0.3171733395
759	0.3170461211
760	0.3169530263
761	0.3167798676
762	0.3167212694
763	0.3165782231
764	0.3165072122
765	0.3164712179
766	0.3163933064
767	0.3163183233
768	0.3161450225
769	0.3159813594
770	0.3159466752
771	0.3158876177
772	0.3157814715
773	0.3156667777
774	0.3154663302
775	0.3154097026
776	0.3151675597
777	0.3150380461
778	0.3149583381
779	0.3148784766
780	0.3147560126
781	0.3146267182
782	0.3145497287
783	0.3144695169
784	0.3143848805
785	0.3143310175
786	0.3142353635
787	0.3139159454
788	0.3138145845
789	0.3137265828
790	0.3135317176
791	0.3134453709
792	0.313304734
793	0.3130423849
794	0.3129718598
795	0.3127622426
796	0.3126662852
797	0.3125342667
798	0.3124785781
799	0.312413621
800	0.3123155445
801	0.3122175876
802	0.312121714
803	0.3120108524
804	0.3118816854
805	0.3117972235
806	0.3116779092
807	0.3115519203
808	0.3112766544
809	0.3112379243
810	0.3111443642
811	0.3110825725
812	0.311009785
813	0.310919729
814	0.3108580607
815	0.3106411382
816	0.3105141627
817	0.3104367649
818	0.310354593
819	0.3103182638
820	0.3102450677
821	0.3101692065
822	0.3100843294
823	0.3100292595
824	0.3099575401
825	0.3097683083
826	0.3097069449
827	0.3096319092
828	0.3094958526
829	0.3094130139
830	0.309298979
831	0.3092364745
832	0.3092035764
833	0.3090547279
834	0.3089734864
835	0.308931177
836	0.3088258229
837	0.3087551635
838	0.3086103818
839	0.3085406352
840	0.3083893146
841	0.3082287777
842	0.3080652777
843	0.3079929875
844	0.3078633688
845	0.3076260783
846	0.3075642934
847	0.3074174105
848	0.3071282653
849	0.3070251831
850	0.3069130853
851	0.3067567946
852	0.3066488288
853	0.3065810044
854	0.3065111814
855	0.3061890167
856	0.3060456017
857	0.3059056531
858	0.3058113827
859	0.3057345382
860	0.3056689435
861	0.305515978
862	0.3054096493
863	0.3048769487
864	0.3046733665
865	0.3046224297
866	0.3044307371
867	0.3043349725
868	0.304173018
869	0.3040739239
870	0.304012368
871	0.3039337838
872	0.3038391237
873	0.3037690593
874	0.303727296
875	0.3035702002
876	0.3034791604
877	0.3033394195
878	0.303268147
879	0.3029240328
880	0.3027781252
881	0.3024798557
882	0.3023776271
883	0.3020830589
884	0.3019398989
885	0.3018524717
886	0.301773823
887	0.3016920955
888	0.3015592978
889	0.301491183
890	0.3013655611
891	0.3012920613
892	0.3012403683
893	0.3011607255
894	0.301024335
895	0.3009563599
896	0.3008207326
897	0.3007427233
898	0.3006132647
899	0.3005539988
900	0.3004892814
901	0.3004257731
902	0.3003534539
903	0.3002914832
904	0.3001877717
905	0.3001494687
906	0.299943936
907	0.2997883632
908	0.2997419634
909	0.299713276
910	0.2995242694
911	0.2994436497
912	0.2993237953
913	0.299274721
914	0.2991437434
915	0.2990515374
916	0.2989613893
917	0.2988471576
918	0.2987763556
919	0.298726828
920	0.2986487457
921	0.2985429957
922	0.2983297986
923	0.2981113317
924	0.2979614176
925	0.2978237354
926	0.2977268442
927	0.2976687396
928	0.2975970797
929	0.2975192806
930	0.2974195147
931	0.2972910805
932	0.2971794767
933	0.2970429807
934	0.2969548769
935	0.2968780123
936	0.2967986028
937	0.2966563494
938	0.2965712172
939	0.2963169252
940	0.2962743068
941	0.2961509996
942	0.2959775553
943	0.2959399386
944	0.2958649045
945	0.2957433669
946	0.2956448073
947	0.2955570641
948	0.2954812978
949	0.2953911608
950	0.2952488313
951	0.2951471238
952	0.2950559125
953	0.294910436
954	0.2948382463
955	0.2947349391
956	0.2944354087
957	0.2943285086
958	0.2942865949
959	0.2942351673
960	0.2941741392
961	0.2940494774
962	0.2938716271
963	0.2938253624
964	0.2937323925
965	0.2936283423
966	0.2933605179
967	0.2932368781
968	0.2931768069
969	0.2931111741
970	0.2930074419
971	0.2929607651
972	0.2929171278
973	0.2928305197
974	0.2927936603
975	0.2926472482
976	0.2924782912
977	0.29243419
978	0.2923279048
979	0.2922835296
980	0.2922026091
981	0.2921636263
982	0.2918919115
983	0.2918023968
984	0.2917460655
985	0.291573404
986	0.2915016188
987	0.2914489885
988	0.291406834
989	0.2913350851
990	0.2912130264
991	0.2910954329
992	0.2909768083
993	0.2908449984
994	0.2907599091
995	0.2906199682
996	0.290402623
997	0.2903023986
998	0.2901531989
999	0.2901098652
